N,P,K,temperature,humidity,ph,rainfall,label
8,128,191,23.646684,90.492887,5.822652,119.121101,apple
16,56,26,27.489319,67.097192,6.469764,161.868258,coffee
10,25,47,37.369093,96.57361,7.707249,171.465724,coconut
82,31,57,26.457292,93.934937,6.509725,46.027694,muskmelon
14,71,30,32.216797,61.477751,5.78195,78.274567,blackgram
68,52,63,36.087934,82.353214,6.884114,155.616732,jute
31,70,33,23.936818,61.257713,7.511403,48.716162,lentil
22,26,28,28.558844,50.935878,6.736041,196.731669,mango
10,85,21,20.335299,65.980657,7.62721,70.710382,lentil
17,141,197,23.899551,93.124362,6.446505,164.759864,apple
110,62,21,29.022643,67.510487,7.897081,110.118931,cotton
37,27,42,25.773139,68.782347,4.89354,143.584116,mango
109,49,39,29.918596,55.089234,6.995369,82.106411,cotton
32,24,32,29.48859,58.014621,4.83373,85.370871,mango
83,57,59,26.460769,81.443307,7.724538,203.414486,jute
107,93,60,27.878959,75.402608,5.684141,136.168014,banana
114,78,53,33.983932,80.583188,5.796282,135.953463,banana
8,27,50,26.27087,96.581485,6.526347,128.818458,coconut
115,39,52,34.274097,83.032052,6.655399,74.332466,watermelon
17,27,45,26.539956,92.896165,7.150435,165.97398,coconut
22,79,33,18.669385,74.238991,6.992847,72.579449,lentil
13,19,38,34.364546,46.045335,4.99191,160.831132,mango
71,56,54,33.381144,74.449619,7.233144,199.844151,jute
6,28,44,35.606811,90.36984,6.183035,174.197928,coconut
16,57,23,27.873834,79.421268,6.362874,112.760862,blackgram
10,10,39,26.297475,57.052539,4.901578,152.818508,mango
20,143,200,17.163611,89.819034,6.663911,111.863803,grapes
108,40,24,23.321582,57.345458,7.937136,63.196478,cotton
18,63,36,27.01721,50.561936,7.029641,74.252616,pigeonpeas
61,38,42,29.337686,84.621447,7.543848,239.66199,jute
110,30,48,27.295503,82.248456,6.004644,230.540976,rice
87,55,38,30.50167,72.733373,7.92249,200.395553,jute
40,78,19,24.338482,44.599335,6.854239,114.866917,kidneybeans
23,81,16,33.505275,67.272131,6.308024,62.599909,blackgram
11,32,31,26.487851,97.495403,7.071221,177.875758,coconut
88,21,58,26.152771,93.532905,6.319545,27.247301,muskmelon
14,133,192,23.502105,93.09089,6.828141,134.993979,apple
89,23,58,24.920257,81.771073,6.34179,60.273379,watermelon
12,84,74,20.213574,25.81541,7.078088,69.861596,chickpea
39,31,26,30.824209,54.523272,5.895427,105.530124,mango
11,129,205,21.046167,98.093222,6.664205,160.568525,apple
34,65,72,22.218339,26.977389,6.103506,45.199036,chickpea
13,125,198,19.741742,97.878866,6.799501,160.037941,apple
25,137,188,14.940997,87.627148,6.684675,63.976317,grapes
32,24,31,30.942992,61.696439,5.011586,174.622332,mango
135,45,24,31.167686,79.79914,7.979628,104.083556,cotton
15,127,194,13.491361,80.522176,6.516112,79.637795,grapes
99,16,53,36.646138,93.115269,6.717234,39.939507,muskmelon
32,69,98,18.929691,28.670256,6.491577,72.451218,chickpea
80,40,36,26.325161,83.774175,6.842878,187.418958,rice
30,79,21,31.314194,72.601562,5.812243,105.288715,blackgram
32,69,19,22.039879,44.57943,6.120439,137.183944,kidneybeans
100,49,29,23.874952,62.793654,7.736513,99.905502,cotton
89,63,54,35.466232,73.74831,6.733115,155.812529,jute
7,138,196,21.594813,95.100096,6.703111,197.593292,apple
30,19,51,29.323539,53.559671,6.689847,116.97477,mango
36,38,21,26.777558,88.704265,6.13493,64.410102,mungbean
16,64,26,34.96793,69.372713,5.978795,101.210724,blackgram
5,48,44,19.653315,60.096393,6.192497,201.343608,coffee
98,41,59,32.789827,80.736792,6.871856,220.390813,jute
91,13,48,27.874329,82.82245,6.61693,89.195055,watermelon
14,18,53,26.80832,89.918699,7.832315,109.682829,coconut
9,16,15,15.525293,90.232502,6.163532,160.572589,orange
58,57,52,37.056065,93.869588,7.087525,224.727627,papaya
54,58,45,29.047056,96.915307,6.794199,121.024149,papaya
7,56,54,27.650712,57.570914,6.290418,160.558465,coffee
34,14,47,33.282223,94.841876,6.89088,164.682932,pomegranate
68,49,38,24.950255,90.329188,5.896995,281.381275,rice
35,74,21,27.662073,73.510801,5.672615,105.016995,blackgram
34,120,205,9.041576,87.688659,6.696615,92.138331,grapes
57,70,45,28.107239,98.767646,6.585332,158.241159,papaya
106,49,43,21.801497,82.845446,6.591886,179.451812,rice
84,20,54,33.1412,91.705823,7.407648,57.62235,muskmelon
15,22,28,29.359836,98.830586,6.250359,173.00155,coconut
18,65,38,22.480377,52.668333,6.77626,126.391419,kidneybeans
19,68,68,22.714289,34.21569,6.388254,83.875446,chickpea
13,22,52,25.863835,93.119781,6.187963,156.980695,coconut
0,25,7,26.423284,91.830632,6.635202,184.996219,orange
31,83,38,25.547563,43.16647,6.406134,91.65289,kidneybeans
39,29,48,27.109978,90.918607,7.388884,127.669405,pomegranate
103,37,53,31.523386,95.994472,6.726323,59.494197,muskmelon
55,64,44,31.709003,92.697128,7.034696,191.910824,papaya
115,77,64,30.068258,82.986865,6.741237,189.503022,banana
40,112,204,12.813195,92.233202,5.50418,104.533063,grapes
13,124,208,20.917811,98.583362,5.945011,194.303224,apple
15,26,37,31.637964,54.643384,5.558122,177.166841,mango
95,36,38,26.38962,75.117699,5.657894,239.382621,rice
26,25,47,27.601451,65.248293,6.014221,172.135441,mango
10,37,35,30.074703,90.198886,6.721841,151.133795,coconut
15,119,186,15.658958,84.545826,6.057742,111.140235,grapes
17,15,8,14.576215,93.210398,7.39449,135.566755,orange
9,24,36,29.876632,88.961494,7.839545,109.007306,coconut
25,131,210,16.545827,85.556488,6.043689,97.737694,grapes
12,31,58,33.157204,90.192395,6.180768,195.629888,pomegranate
99,18,46,36.862093,94.26092,7.215241,55.506104,muskmelon
14,39,37,34.496472,87.690882,5.752242,143.348405,pomegranate
16,66,40,22.871606,45.259698,6.272691,71.461078,pigeonpeas
54,67,56,32.43213,91.738027,7.414477,243.667214,papaya
50,71,59,31.719623,91.657946,6.912075,111.85906,papaya
21,116,190,14.35728,81.216861,5.932661,113.702702,grapes
17,13,41,33.381974,92.956563,7.42281,171.410435,coconut
95,18,57,37.224699,95.059239,7.199026,21.445746,muskmelon
105,19,55,25.019382,93.873393,6.26615,37.418815,muskmelon
3,28,26,32.394029,91.174569,5.487773,197.662289,coconut
15,68,23,21.078182,58.331986,6.1504,125.225686,kidneybeans
32,65,29,29.863547,52.666467,6.299199,119.425035,pigeonpeas
11,21,53,34.139944,88.359584,7.247607,181.641758,pomegranate
81,36,52,35.409747,94.968545,7.11943,55.800463,muskmelon
4,138,205,23.3096,94.999568,6.408386,174.579585,apple
87,38,45,36.699977,91.843337,7.23995,48.814959,muskmelon
19,128,197,16.881109,83.998931,6.586408,87.427842,grapes
10,37,50,33.493639,94.022908,5.614149,133.774187,pomegranate
71,36,51,23.437398,76.32224,5.478462,248.156767,rice
54,70,53,34.544485,97.518443,6.59574,198.535537,papaya
69,61,51,27.899948,73.308909,7.647378,239.839929,jute
105,49,44,25.39453,88.57076,6.918184,167.250862,rice
39,132,203,17.324596,84.608953,5.938192,98.378394,grapes
7,28,33,34.218663,89.527204,7.291006,121.437773,coconut
35,31,28,28.718944,47.263606,5.092183,167.84291,mango
14,64,61,20.497651,35.864526,6.517572,59.757462,chickpea
14,35,35,25.97472,48.367125,5.525278,118.782101,mango
5,36,50,24.955094,86.568908,7.886783,138.05305,coconut
98,50,52,24.770824,72.12041,7.515381,220.028698,jute
114,36,18,30.130708,72.220542,6.229742,84.939758,cotton
16,67,35,18.48945,52.290369,6.69703,99.845339,kidneybeans
81,32,60,25.446531,93.629614,6.63527,29.232124,muskmelon
84,56,54,33.674643,89.586442,6.889111,249.887377,jute
32,40,61,34.021875,93.802852,6.950401,154.744673,pomegranate
5,142,206,21.949659,92.095461,5.607254,116.017352,apple
16,21,25,35.508235,86.017724,5.503883,140.804421,coconut
8,23,14,26.48186,95.319364,6.369783,181.374843,orange
29,69,73,22.768339,40.113057,6.457176,98.318025,chickpea
18,140,194,18.686199,92.711284,5.944235,187.138902,apple
117,35,52,25.718002,93.762144,7.113538,37.412149,muskmelon
16,126,198,15.288074,89.555417,5.625375,82.350872,grapes
7,37,32,26.831899,85.900735,6.961602,172.194747,coconut
32,79,29,32.818542,62.525945,5.607245,102.941498,blackgram
100,16,60,31.590262,91.460854,6.474698,22.346429,muskmelon
25,58,15,24.970608,58.001434,6.034629,134.861265,kidneybeans
38,27,52,32.160911,57.375508,4.622241,173.960149,mango
86,71,49,29.32782,89.664297,5.920825,176.564352,banana
33,11,29,25.117901,57.669653,6.162634,119.138363,mango
83,35,47,30.582377,84.92509,6.604638,58.670655,watermelon
27,78,36,25.098318,52.474601,6.460795,63.362141,pigeonpeas
127,56,39,33.037004,59.386334,6.164943,116.021427,cotton
15,31,37,31.863735,97.497588,5.071205,148.690202,coconut
29,59,37,28.217679,60.813209,6.373008,126.698871,pigeonpeas
14,33,55,31.126329,95.609446,7.853857,165.087534,coconut
14,15,64,27.852569,89.490379,7.040592,145.465115,pomegranate
92,48,42,22.632574,94.749915,5.793447,296.502998,rice
25,131,204,8.124734,80.209183,6.706588,77.464347,grapes
119,55,35,32.62756,66.26478,7.291691,62.000109,cotton
111,54,38,22.609144,56.147076,6.435309,63.748439,cotton
11,15,13,14.164452,92.569493,6.19945,103.494152,orange
10,78,36,19.331541,41.849916,6.102716,110.224929,kidneybeans
86,51,50,27.282065,84.29431,6.212523,191.118239,rice
31,39,34,36.792579,45.351486,4.650661,59.78985,mothbeans
26,61,34,30.128359,66.700935,5.780128,68.628501,blackgram
110,27,49,29.12985,96.283254,6.360957,48.33283,muskmelon
32,34,53,25.982783,56.310079,5.275413,91.160296,mango
103,11,59,33.165286,94.339146,6.405645,34.093055,muskmelon
18,106,188,12.498554,87.84408,5.990812,106.212923,grapes
39,21,30,27.702672,47.89901,4.514389,168.117651,mango
37,24,32,25.918053,65.27965,4.650087,124.401801,mango
69,62,47,27.780598,83.436335,6.45178,207.113163,jute
10,31,36,31.174202,92.478214,7.120392,180.072493,coconut
96,24,62,26.966124,95.290161,6.521811,43.884964,muskmelon
12,110,210,14.355069,86.367651,5.851972,111.031424,grapes
132,63,23,27.895125,59.262619,6.832369,63.285106,cotton
12,50,30,29.396677,92.561455,6.888079,80.180044,mungbean
79,43,43,23.3985,79.336241,6.799003,245.038184,rice
4,23,29,26.904451,97.813309,7.634532,198.21834,coconut
85,15,64,34.641804,93.572849,6.818034,45.810246,muskmelon
107,24,62,34.223111,96.191145,7.070908,27.638414,muskmelon
19,28,37,36.885887,88.873223,5.77383,130.779784,coconut
38,14,52,33.424158,49.715683,5.592305,125.983663,mango
12,69,28,22.195904,40.754734,6.456606,121.010124,kidneybeans
82,56,48,33.21891,76.983666,6.785396,186.923114,jute
10,69,37,29.446855,54.298703,6.559207,132.746935,pigeonpeas
30,138,201,10.075978,82.459515,5.778158,76.898841,grapes
50,71,60,31.576087,91.090232,7.200786,163.583744,papaya
86,39,43,22.744311,84.816396,6.070873,249.452871,rice
116,56,40,27.593684,93.514776,6.900845,184.490715,rice
102,13,46,36.980305,88.303338,6.82616,60.182172,watermelon
13,124,202,13.735743,81.051603,5.944183,106.690219,grapes
120,54,33,23.967054,92.379762,6.332106,296.123685,rice
7,42,41,25.381649,56.639489,6.630939,138.118889,coffee
4,140,198,23.727573,94.859815,5.569786,197.411519,apple
65,58,61,32.409457,73.0057,7.255882,152.931425,jute
39,139,196,17.377669,93.051077,6.49498,84.84421,grapes
19,110,194,16.090499,84.947401,6.993585,61.065666,grapes
19,59,20,27.335349,63.155133,6.51033,116.804815,blackgram
84,16,48,27.080822,90.93428,6.012813,51.907837,watermelon
26,133,198,9.854473,80.638572,5.876361,62.764606,grapes
98,30,64,36.169369,83.427072,6.847167,78.682557,watermelon
69,38,61,33.731574,87.846042,6.713822,192.414682,jute
19,12,45,33.457849,65.95404,4.74074,159.912608,mango
7,125,193,19.049149,95.214371,5.873128,146.89633,apple
37,24,56,37.546871,85.39272,7.278024,117.444005,pomegranate
100,20,51,29.100231,81.007042,6.860311,74.526205,watermelon
104,31,45,37.825263,97.817801,6.205271,48.677968,muskmelon
28,36,43,26.432967,94.723311,7.162792,164.900582,pomegranate
34,62,20,31.380842,61.877936,5.779364,63.003206,pigeonpeas
100,49,39,23.214039,84.703922,6.212237,182.988765,rice
83,36,60,25.595587,85.489162,7.07625,156.892545,jute
24,88,67,22.295412,43.024193,6.77479,41.501186,chickpea
15,134,206,14.645485,82.205646,6.905541,109.862086,grapes
57,65,49,26.342576,94.776951,6.740851,217.044431,papaya
23,56,28,20.334411,53.591042,6.755083,93.099046,kidneybeans
23,81,22,30.223861,79.039256,6.997048,73.352027,blackgram
107,36,23,31.387727,59.286425,7.719479,106.026295,cotton
115,34,54,34.606063,97.071855,6.29992,29.569113,muskmelon
15,116,199,15.322807,95.148375,6.594128,123.848907,grapes
10,16,36,33.531543,86.277694,6.402529,110.484588,coconut
14,33,36,37.623251,88.532485,6.496447,108.803457,pomegranate
25,115,197,13.352944,94.783544,6.427204,114.242299,grapes
23,86,24,30.794935,74.82055,5.544903,100.047763,blackgram
26,56,28,26.192716,91.617,6.847273,86.333998,mungbean
20,13,52,27.063093,64.76443,6.498993,105.629513,mango
36,13,47,23.628779,93.301051,6.450201,159.719037,pomegranate
13,60,32,32.452387,78.193925,6.637968,65.680601,blackgram
119,14,54,34.003932,81.815388,6.99561,79.64069,watermelon
12,17,40,28.680993,90.498121,5.74197,178.305312,coconut
18,19,31,26.177902,52.938711,5.727565,181.584591,mango
98,24,61,25.425131,85.252654,6.296703,57.877681,watermelon
13,55,48,15.06165,66.414832,6.953623,182.788516,coffee
39,117,208,8.947701,81.393889,6.249181,86.564553,grapes
14,86,32,31.456823,41.086627,6.047032,65.366502,pigeonpeas
86,24,46,31.644369,91.197054,5.833233,95.617239,watermelon
11,72,24,22.64244,42.885923,5.948005,111.736907,pigeonpeas
15,56,26,25.477951,46.535209,6.428703,110.756232,kidneybeans
23,66,27,34.846281,70.158693,5.671658,106.765483,blackgram
34,135,194,16.449389,88.03149,6.919924,62.701451,grapes
101,62,17,22.745977,70.13181,6.472523,97.520485,cotton
11,24,49,32.973056,87.071397,5.944996,120.195288,coconut
14,24,27,34.86282,86.848962,7.167386,127.683441,coconut
28,15,48,20.447475,90.166651,6.325498,188.331103,pomegranate
10,85,19,27.915563,65.625257,6.389522,79.657339,blackgram
28,109,193,15.059967,94.027611,5.557125,125.128261,grapes
29,73,30,31.615083,59.017396,6.974803,68.196507,pigeonpeas
20,16,29,34.539365,46.364327,6.958637,197.510327,mango
88,77,51,30.460552,84.672627,6.544074,105.998298,banana
38,65,22,20.676771,58.068889,6.020857,116.829139,kidneybeans
38,102,197,15.203036,88.76371,5.72846,99.893631,grapes
89,46,53,20.360435,91.250526,6.799872,161.886045,rice
90,31,60,34.003603,85.035983,6.684074,84.895175,watermelon
117,47,22,33.095225,63.865995,6.93803,75.702981,cotton
87,67,45,34.371706,83.707245,6.304412,127.438795,banana
3,29,31,36.519122,97.254761,5.394497,152.523404,coconut
35,121,182,15.399792,92.679336,6.355104,66.863454,grapes
15,143,194,18.831501,92.364911,6.485567,188.894517,apple
17,80,20,19.182238,50.815546,6.798623,137.901665,kidneybeans
13,57,34,28.44822,77.074454,5.935939,71.225026,blackgram
7,133,206,20.164075,98.568276,6.354084,174.837049,apple
96,18,46,30.763953,91.943068,7.467711,36.200588,muskmelon
19,138,183,9.560086,88.482943,6.634604,107.443995,grapes
15,100,208,13.964701,82.783342,6.32286,101.881089,grapes
88,48,60,26.705378,83.2875,7.276455,238.185079,jute
11,21,36,34.351997,93.213439,7.289888,124.644286,pomegranate
29,143,186,11.553276,82.078451,6.325435,85.575014,grapes
17,126,204,19.143274,94.902171,6.584248,148.392087,apple
35,88,30,20.226046,62.90046,7.683611,64.123677,lentil
19,18,54,35.407381,96.24483,5.928861,188.271951,coconut
114,35,25,26.142662,67.392441,7.541307,69.476921,cotton
66,48,59,29.030965,82.108603,6.658521,151.72912,jute
33,69,40,23.283561,48.097496,6.864991,96.190541,kidneybeans
15,84,26,31.285783,50.354768,6.28068,60.541596,pigeonpeas
29,31,32,36.87615,60.640134,5.149994,140.225912,mango
114,29,63,35.658925,91.991315,7.168082,31.622117,muskmelon
81,13,55,29.87043,89.805022,6.509035,64.099331,watermelon
110,46,31,23.099968,88.644674,6.073517,182.386468,rice
86,40,61,27.788929,84.019556,6.621335,231.198967,jute
24,129,209,14.229188,87.124724,6.199604,104.955848,grapes
35,116,200,10.447883,85.037307,5.585154,112.63886,grapes
35,124,193,10.901027,85.570842,5.827878,101.217383,grapes
11,11,35,33.918447,94.44406,7.532514,180.833426,coconut
40,17,36,33.928147,46.806485,6.854354,187.20659,mango
19,64,27,25.185346,88.376068,7.090067,79.767782,mungbean
27,29,53,36.55333,48.19325,5.493305,105.457958,mango
17,18,55,28.962867,66.234246,4.567116,105.363155,mango
38,134,196,14.826763,86.412676,5.689936,121.74134,grapes
35,74,23,24.1631,44.670049,6.885085,104.357027,kidneybeans
19,106,187,16.268665,87.300645,5.67608,99.381217,grapes
20,26,53,33.487573,92.963612,7.523183,127.825768,pomegranate
14,64,25,29.338396,57.634182,5.949067,112.382433,pigeonpeas
19,24,26,24.310182,86.917598,7.352717,133.239095,coconut
36,100,209,14.859805,79.894857,6.149811,90.236783,grapes
18,71,74,19.031937,29.749185,5.992874,43.670822,chickpea
16,133,210,11.643135,93.858937,6.711344,77.516099,grapes
38,32,36,34.734923,67.371536,4.671554,164.806119,mango
18,10,28,30.145979,66.863654,5.258712,177.593047,mango
32,36,44,25.928552,59.898787,6.402879,133.052275,mango
108,35,65,26.895724,94.570239,7.297969,30.51226,muskmelon
14,89,20,25.567027,63.359547,6.657748,135.167203,pigeonpeas
126,40,20,30.422792,55.191147,6.43762,63.96119,cotton
16,123,205,16.371127,91.500233,6.805022,68.696139,grapes
22,106,209,9.853966,86.953214,6.415471,78.455952,grapes
12,138,186,9.469393,88.693783,6.78243,92.955436,grapes
31,64,28,18.615015,43.887043,6.323257,98.616129,kidneybeans
138,57,39,25.513799,73.314436,7.193253,100.123746,cotton
3,122,191,23.407402,91.20541,5.983624,187.210602,apple
10,33,47,25.6841,89.890965,7.116009,177.465949,coconut
87,32,49,32.872389,96.418092,6.972115,35.859256,muskmelon
25,37,50,19.707437,89.98291,5.514669,150.979606,pomegranate
4,27,42,31.995638,88.833362,5.250988,137.724615,coconut
31,72,34,27.431028,72.683112,5.475147,62.502665,blackgram
120,50,51,25.487524,86.835226,6.826386,229.35767,rice
3,11,45,31.658884,88.093461,7.5262,169.838709,coconut
19,18,35,25.944983,63.461251,4.901643,187.104999,mango
14,27,13,27.047174,88.348846,7.457277,117.867094,orange
121,52,31,30.158102,71.00603,7.421174,106.113836,cotton
24,88,37,25.138242,47.557968,6.705704,131.547503,kidneybeans
35,15,50,35.493451,47.791346,6.686066,156.224494,mango
14,143,207,20.446279,98.605814,6.465166,198.402633,apple
100,24,53,29.480777,92.19829,6.009234,86.969537,watermelon
20,82,36,22.813667,59.459218,6.7329,126.210279,kidneybeans
15,72,76,24.976724,41.085888,6.736681,68.545698,chickpea
16,35,32,25.224156,53.499944,5.232719,104.112893,mango
84,23,64,27.862598,98.336085,6.66409,23.731783,muskmelon
30,10,42,25.330159,58.887428,4.555876,149.816719,mango
7,129,203,18.403235,92.707396,5.733694,190.868991,apple
107,13,61,25.739995,95.686924,6.378969,44.834798,muskmelon
2,34,43,33.554537,93.611618,7.258592,176.075438,coconut
29,56,19,24.575571,54.851896,5.820701,111.947386,kidneybeans
83,13,61,29.604314,96.610717,7.534024,40.69446,muskmelon
47,56,41,32.590059,90.063284,6.536466,163.861291,papaya
11,81,33,28.806063,47.200614,6.473464,81.922657,pigeonpeas
23,87,22,30.463481,63.420961,6.509959,125.360986,pigeonpeas
19,29,37,36.415154,95.424966,6.820318,178.390739,coconut
82,60,54,25.141286,73.542042,7.559235,160.244817,jute
112,36,51,25.231859,92.372061,5.864218,81.01684,watermelon
15,26,51,35.999152,98.253332,7.897794,138.929465,coconut
24,58,38,29.168341,52.843824,6.490017,126.905607,pigeonpeas
2,128,208,21.191821,95.501969,5.898997,157.739006,apple
102,51,29,34.406531,63.481816,6.567506,101.67018,cotton
0,122,198,19.37743,92.097722,6.308816,195.174642,apple
36,143,203,12.58011,91.608443,6.032614,78.414444,grapes
35,30,54,32.098603,64.713004,4.961735,118.978749,mango
65,61,59,33.738219,71.968453,7.295967,198.719248,jute
25,44,19,32.605544,82.670761,6.624256,55.066214,mungbean
110,63,24,29.991718,72.284198,6.03903,88.006945,cotton
69,57,31,27.669373,75.515071,6.915641,218.293815,rice
39,74,23,27.041973,60.907159,5.795797,136.153473,pigeonpeas
85,64,39,29.915826,84.900898,7.088198,179.952461,jute
39,118,209,10.033123,84.435218,5.874989,113.76518,grapes
123,61,34,29.374842,79.091217,6.276829,70.550736,cotton
39,76,38,24.160825,53.092012,5.988991,88.348224,pigeonpeas
31,66,34,20.367817,48.341906,6.509558,125.719235,kidneybeans
99,42,50,23.57898,90.390436,5.63186,217.73214,rice
35,66,23,19.137539,56.404887,6.277914,97.53674,kidneybeans
110,13,63,25.6798,95.428545,6.59837,38.915788,muskmelon
1,17,53,31.316516,94.224824,6.696655,128.327564,coconut
139,34,23,30.456201,72.55483,7.409663,67.960575,cotton
16,87,28,28.01086,72.617681,5.581339,67.138877,blackgram
20,72,37,25.126808,58.209355,6.171972,80.058205,pigeonpeas
57,58,41,31.324248,96.634487,6.841097,102.621863,papaya
41,68,41,37.609291,94.559445,6.71138,105.617244,papaya
20,129,195,19.475618,91.840968,6.201047,174.840844,apple
12,63,29,26.740388,91.086669,7.133818,58.472048,mungbean
92,54,49,35.895792,74.049332,7.728528,199.816075,jute
72,41,34,24.146121,83.544205,5.623575,161.191684,rice
44,72,57,31.349029,90.344279,6.774707,127.342173,papaya
67,34,33,23.275783,94.982776,6.098356,209.516645,rice
15,47,22,28.934778,59.109843,6.149249,74.736742,mothbeans
10,20,47,32.823274,93.609069,5.579245,149.514673,pomegranate
92,45,39,28.857737,74.76809,7.466874,225.29326,jute
28,120,205,17.000877,92.445338,6.363914,91.296225,grapes
16,32,44,35.997163,87.524693,7.170045,130.199047,coconut
25,12,41,28.042853,64.350845,4.876156,114.64452,mango
16,17,34,35.105476,67.841803,4.624607,83.497162,mango
116,40,59,28.469157,96.95198,6.48055,36.539712,muskmelon
32,87,39,24.440432,75.725766,7.021358,63.788278,lentil
9,143,200,20.045896,92.766451,5.700222,132.224244,apple
31,83,28,23.39874,40.67626,5.981197,135.597824,kidneybeans
36,29,38,33.472002,49.362786,6.134763,169.148341,mango
6,133,206,18.213599,92.445476,6.051627,172.580128,apple
2,125,198,21.762675,98.612028,6.979942,119.122208,apple
35,38,46,25.336144,50.254275,4.970427,128.072532,mango
73,35,43,25.008692,87.194423,6.246252,205.326868,jute
7,128,194,18.40216,95.775986,6.488384,142.585958,apple
38,129,202,15.808677,89.494979,5.873111,118.353082,grapes
13,23,43,28.275903,88.207008,5.427903,125.991091,coconut
131,46,29,25.496591,76.198229,7.529444,84.925469,cotton
28,114,197,10.076635,81.748554,6.319928,91.340949,grapes
110,35,53,34.297422,93.004599,6.954442,40.439475,watermelon
83,46,47,37.918253,88.899772,7.082128,172.608164,jute
9,51,51,25.934941,62.428871,6.856429,139.183861,coffee
63,35,53,23.354611,79.709784,6.171638,205.381527,rice
3,140,196,20.35911,93.637102,6.308882,193.499006,apple
25,127,190,12.494321,90.818465,6.123425,103.526723,grapes
1,25,48,28.555639,92.534874,6.805835,143.483838,coconut
84,53,40,22.975113,89.102865,6.665851,161.444806,rice
17,39,53,17.608231,58.693347,5.964365,140.908423,coffee
117,37,63,30.904372,96.334792,6.474873,47.080992,muskmelon
107,17,55,34.585355,91.389266,6.485216,83.503962,watermelon
14,81,37,25.310898,46.780319,6.448377,104.210968,pigeonpeas
99,37,53,35.682962,97.557182,6.670053,50.034874,muskmelon
37,13,52,26.908636,51.697205,6.111755,186.528909,mango
5,51,39,25.603029,60.462463,6.831584,130.526077,coffee
37,65,39,19.186852,47.629148,6.355602,116.04827,kidneybeans
17,65,30,23.105945,54.878838,6.380252,98.824183,kidneybeans
0,23,12,13.09436,88.869761,7.371882,163.935664,orange
72,31,50,24.198733,82.362343,6.002025,228.2881,rice
32,132,208,9.657429,85.268756,6.335017,95.685879,grapes
23,118,193,12.954331,85.476012,5.673459,114.234707,grapes
37,144,191,13.828584,89.943986,5.566055,91.655536,grapes
12,125,191,21.75892,95.254415,5.658862,136.998893,apple
13,39,18,27.148168,92.840883,5.990884,80.754404,mungbean
2,40,20,27.10837,91.1429,7.345547,174.069553,orange
3,21,15,11.026644,86.952923,6.852458,162.902789,orange
18,75,37,26.405514,53.228745,5.66095,130.932683,pigeonpeas
6,27,34,26.936702,97.20782,5.069599,116.017253,coconut
112,52,42,22.098867,83.979806,6.880371,192.137037,rice
15,102,189,8.284384,82.223785,6.700918,64.648706,grapes
88,45,41,24.683751,81.971789,6.671315,220.941147,rice
17,126,209,21.936869,94.030374,6.732127,126.717387,apple
14,18,58,35.202617,93.160537,7.011511,128.14598,pomegranate
66,57,62,25.533032,71.827622,7.473933,220.488632,jute
109,21,48,36.715868,95.422634,6.202052,29.158162,muskmelon
71,36,39,36.617015,75.505953,6.099371,227.744229,jute
106,42,23,24.15195,79.371445,6.863272,73.185764,cotton
9,47,42,27.402918,73.167521,6.892194,154.961609,coffee
109,35,60,25.674097,82.356966,6.005286,81.61486,watermelon
84,37,57,33.134298,82.792086,6.321177,197.583222,jute
11,80,39,22.117379,43.144588,6.295118,90.454962,kidneybeans
93,21,48,31.090185,92.078782,6.376745,52.932244,muskmelon
128,63,39,22.856525,60.792007,6.401186,93.4608,cotton
0,144,192,18.118058,94.555183,6.300596,159.417,apple
6,27,45,35.280623,94.636831,6.982311,135.610808,coconut
108,54,32,26.616888,63.014878,6.788898,64.006173,cotton
15,144,208,13.480416,93.470021,6.404169,67.510843,grapes
29,115,199,17.557883,85.817575,6.479772,80.659441,grapes
92,40,37,34.425485,81.989371,7.197573,173.751591,jute
94,46,60,30.192059,79.434829,7.894171,210.198346,jute
14,86,39,34.090768,69.655683,6.54809,118.836886,blackgram
5,35,37,35.262707,90.786519,7.838206,183.88605,coconut
82,58,51,24.740238,86.920269,5.703162,227.713091,rice
15,75,34,26.494029,77.317523,6.120561,83.336337,blackgram
7,122,207,18.227659,94.863066,5.822502,100.458903,apple
49,71,41,32.677028,95.550738,6.655874,166.487522,papaya
34,62,34,18.02642,70.739646,6.11397,56.177873,lentil
111,38,31,22.858191,83.044054,5.772762,163.116268,rice
103,41,23,31.744122,69.016454,7.430852,98.916473,cotton
30,52,40,26.556101,92.696702,6.215076,83.381318,mungbean
16,109,198,12.401084,82.038915,6.884646,95.365708,grapes
29,66,24,21.361179,45.498102,5.86463,126.119712,kidneybeans
34,29,27,28.544688,51.182411,4.717881,173.215398,mango
119,82,42,33.309785,93.478697,6.429794,134.450124,banana
27,70,24,20.280097,47.987089,6.126002,118.315335,kidneybeans
15,128,204,21.3213,97.812192,6.778126,199.211213,apple
85,30,36,27.660967,78.623366,6.131272,201.805713,rice
104,20,53,27.783918,90.175548,6.167425,48.833703,muskmelon
21,81,27,34.09987,75.574775,7.036793,114.863679,blackgram
18,17,13,14.767357,94.784103,6.200155,175.193432,orange
23,64,26,29.915769,61.82042,6.500378,84.637737,pigeonpeas
94,86,59,30.199625,82.136397,6.546745,131.010078,banana
140,52,17,36.973353,75.809072,7.34613,87.755403,cotton
31,38,39,36.56046,69.656455,5.711488,194.540391,mango
10,126,193,23.282259,90.772292,6.549336,118.318087,apple
